index,paths,label,bbox,width,height,dataset
1292,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7074.png,0,"[{'id': 0, 'bbox': (53, 71, 202, 202), 'score': [0.7235214114189148], 'center': (154, 172)}]",302,302,LCC_FASD
248,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id101_s0_120.png,0,"[{'id': 0, 'bbox': (189, 218, 506, 506), 'score': [0.9414741396903992], 'center': (442, 471)}]",880,880,LCC_FASD
1363,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_80.png,1,"[{'id': 0, 'bbox': (65, 104, 277, 277), 'score': [0.9242998361587524], 'center': (203, 242)}]",442,442,LCC_FASD
361,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3496.png,0,"[{'id': 0, 'bbox': (135, 169, 434, 434), 'score': [0.9122124314308167], 'center': (352, 386)}]",667,667,LCC_FASD
1533,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/14.mp4/output_0017.jpg,1,"[{'id': 0, 'bbox': (149, 499, 397, 397), 'score': [0.9392381310462952], 'center': (347, 697)}]",1080,1920,liveness-detection-zalo-2022
1263,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_27.png,1,"[{'id': 0, 'bbox': (66, 103, 270, 270), 'score': [0.8913142085075378], 'center': (201, 238)}]",399,399,LCC_FASD
1662,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/2.mp4/output_0017.jpg,1,"[{'id': 0, 'bbox': (113, 202, 157, 157), 'score': [0.9626566171646118], 'center': (191, 280)}]",360,480,liveness-detection-zalo-2022
1013,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4090.png,0,"[{'id': 0, 'bbox': (72, 110, 267, 267), 'score': [0.9064512252807617], 'center': (205, 243)}]",464,464,LCC_FASD
1529,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/14.mp4/output_0013.jpg,1,"[{'id': 0, 'bbox': (272, 583, 449, 449), 'score': [0.9668720364570618], 'center': (496, 807)}]",1080,1920,liveness-detection-zalo-2022
1155,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/50.mp4/output_0014.jpg,0,"[{'id': 0, 'bbox': (113, 187, 495, 495), 'score': [0.9462441802024841], 'center': (360, 434)}]",720,1280,liveness-detection-zalo-2022
3451,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_LY300_REDMIS2_id33_s0_179.png,0,"[{'id': 0, 'bbox': (142, 216, 504, 504), 'score': [0.9119417071342468], 'center': (394, 468)}]",824,824,LCC_FASD
748,kaggle_datasets/liveness-detection-zalo-2022/train/frames/885.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (96, 307, 305, 305), 'score': [0.7860404253005981], 'center': (248, 459)}]",480,854,liveness-detection-zalo-2022
6,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2379.png,0,"[{'id': 0, 'bbox': (122, 139, 328, 328), 'score': [0.887535572052002], 'center': (286, 303)}]",549,549,LCC_FASD
1752,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2925.png,0,"[{'id': 0, 'bbox': (97, 135, 374, 374), 'score': [0.8942013382911682], 'center': (284, 322)}]",555,555,LCC_FASD
885,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id79_s1_93.png,1,"[{'id': 0, 'bbox': (226, 181, 549, 549), 'score': [0.9252859354019165], 'center': (500, 455)}]",896,896,LCC_FASD
1910,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/31.mp4/output_0007.jpg,1,"[{'id': 0, 'bbox': (334, 679, 633, 633), 'score': [0.9322816729545593], 'center': (650, 995)}]",1080,2400,liveness-detection-zalo-2022
113,kaggle_datasets/liveness-detection-zalo-2022/train/frames/702.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (329, 789, 426, 426), 'score': [0.8936752676963806], 'center': (542, 1002)}]",1080,1920,liveness-detection-zalo-2022
1007,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_SMG955U_S0_id53_s1_83.png,0,"[{'id': 0, 'bbox': (252, 298, 847, 847), 'score': [0.953093945980072], 'center': (675, 721)}]",1390,1390,LCC_FASD
2365,kaggle_datasets/liveness-detection-zalo-2022/train/frames/493.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (326, 711, 414, 414), 'score': [0.8734924793243408], 'center': (533, 918)}]",1080,1920,liveness-detection-zalo-2022
2596,kaggle_datasets/liveness-detection-zalo-2022/train/frames/570.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (27, 275, 494, 494), 'score': [0.7379145622253418], 'center': (274, 522)}]",480,852,liveness-detection-zalo-2022
1193,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1834.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (161, 281, 130, 130), 'score': [0.9231221675872803], 'center': (226, 346)}]",368,656,liveness-detection-zalo-2022
1713,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id110_s0_110.png,1,"[{'id': 0, 'bbox': (43, 85, 235, 235), 'score': [0.9388681054115295], 'center': (160, 202)}]",333,333,LCC_FASD
901,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_SMG955U_S0_id33_s1_119.png,0,"[{'id': 0, 'bbox': (187, 210, 828, 828), 'score': [0.7856968641281128], 'center': (601, 624)}]",998,998,LCC_FASD
2675,kaggle_datasets/liveness-detection-zalo-2022/train/frames/597.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (503, 366, 301, 301), 'score': [0.8208213448524475], 'center': (653, 516)}]",1080,1920,liveness-detection-zalo-2022
3814,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBP1314_IPHONE8B_id41_s1_60.png,0,"[{'id': 0, 'bbox': (151, 149, 437, 437), 'score': [0.9280286431312561], 'center': (369, 367)}]",707,707,LCC_FASD
398,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1604.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (343, 366, 402, 402), 'score': [0.7669553756713867], 'center': (544, 567)}, {'id': 1, 'bbox': (431, 318, 294, 294), 'score': [0.5252096056938171], 'center': (578, 465)}]",1080,1920,liveness-detection-zalo-2022
12,kaggle_datasets/antispoofing-replay-dataset/frames/0001ffba3c--6287e2f608ea00759b5c156e/output_0013.jpg,0,"[{'id': 0, 'bbox': (212, 720, 727, 727), 'score': [0.9679282307624817], 'center': (575, 1083)}]",1080,1920,antispoofing-replay-dataset
2633,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1454.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (485, 827, 1231, 1231), 'score': [0.819732129573822], 'center': (1100, 1442)}]",2160,3840,liveness-detection-zalo-2022
2162,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/43.mp4/output_0013.jpg,1,"[{'id': 0, 'bbox': (145, 791, 613, 613), 'score': [0.9593445062637329], 'center': (451, 1097)}]",1080,1920,liveness-detection-zalo-2022
1247,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_255.png,1,"[{'id': 0, 'bbox': (53, 85, 290, 290), 'score': [0.8919311761856079], 'center': (198, 230)}]",357,357,LCC_FASD
1016,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id97_s0_152.png,1,"[{'id': 0, 'bbox': (167, 219, 587, 587), 'score': [0.9283695220947266], 'center': (460, 512)}]",951,951,LCC_FASD
1439,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5390.png,0,"[{'id': 0, 'bbox': (56, 80, 195, 195), 'score': [0.8704915046691895], 'center': (153, 177)}]",290,290,LCC_FASD
1031,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id97_s1_79.png,1,"[{'id': 0, 'bbox': (198, 239, 643, 643), 'score': [0.9250760078430176], 'center': (519, 560)}]",1052,1052,LCC_FASD
254,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id101_s0_45.png,0,"[{'id': 0, 'bbox': (83, 132, 339, 339), 'score': [0.8881335854530334], 'center': (252, 301)}]",510,510,LCC_FASD
2258,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/47.mp4/output_0015.jpg,1,"[{'id': 0, 'bbox': (449, 749, 436, 436), 'score': [0.9242005348205566], 'center': (667, 967)}]",1080,1920,liveness-detection-zalo-2022
1580,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/LTC270_id151_s0_178.png,1,"[{'id': 0, 'bbox': (134, 156, 377, 377), 'score': [0.9028797745704651], 'center': (322, 344)}]",626,626,LCC_FASD
1984,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/35.mp4/output_0010.jpg,1,"[{'id': 0, 'bbox': (91, 230, 185, 185), 'score': [0.9790589213371277], 'center': (183, 322)}]",360,480,liveness-detection-zalo-2022
543,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id47_s2_131.png,1,"[{'id': 0, 'bbox': (148, 184, 502, 502), 'score': [0.9224376082420349], 'center': (399, 435)}]",774,774,LCC_FASD
484,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/25.mp4/output_0016.jpg,0,"[{'id': 0, 'bbox': (210, 742, 644, 644), 'score': [0.915164053440094], 'center': (532, 1064)}]",1080,1920,liveness-detection-zalo-2022
1664,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id46_s0_205.png,0,"[{'id': 0, 'bbox': (165, 252, 543, 542), 'score': [0.9108511209487915], 'center': (436, 523)}]",864,864,LCC_FASD
2462,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7230.png,0,"[{'id': 0, 'bbox': (115, 189, 464, 464), 'score': [0.8676444888114929], 'center': (347, 421)}]",690,690,LCC_FASD
1008,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id96_s0_30.png,1,"[{'id': 0, 'bbox': (46, 93, 230, 230), 'score': [0.9349644780158997], 'center': (161, 208)}]",347,347,LCC_FASD
241,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/20241126_024625.mp4/output_0022.jpg,0,"[{'id': 0, 'bbox': (-302, 1192, 2465, 2465), 'score': [0.8904582262039185], 'center': (930, 2424)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
553,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6398.png,0,"[{'id': 0, 'bbox': (117, 164, 391, 391), 'score': [0.8999459743499756], 'center': (312, 359)}]",618,618,LCC_FASD
168,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5139.png,0,"[{'id': 0, 'bbox': (72, 87, 220, 220), 'score': [0.907252311706543], 'center': (182, 197)}]",359,359,LCC_FASD
1799,kaggle_datasets/liveness-detection-zalo-2022/train/frames/327.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (317, 386, 442, 442), 'score': [0.8440243601799011], 'center': (538, 607)}]",1080,1920,liveness-detection-zalo-2022
862,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/VID_20241126_030002.mp4/output_0014.jpg,0,"[{'id': 0, 'bbox': (246, 1568, 1971, 1971), 'score': [0.8655316233634949], 'center': (1231, 2553)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
1067,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/49.mp4/output_0006.jpg,0,"[{'id': 0, 'bbox': (139, 252, 97, 97), 'score': [0.9669175148010254], 'center': (187, 300)}]",360,480,liveness-detection-zalo-2022
1099,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_122.png,1,"[{'id': 0, 'bbox': (138, 168, 426, 426), 'score': [0.9187284111976624], 'center': (351, 381)}]",667,667,LCC_FASD
1435,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/FT720P_id3_s0_105.png,1,"[{'id': 0, 'bbox': (63, 97, 291, 291), 'score': [0.9076167345046997], 'center': (208, 242)}]",400,400,LCC_FASD
2468,kaggle_datasets/liveness-detection-zalo-2022/train/frames/530.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (360, 302, 386, 386), 'score': [0.7610132694244385], 'center': (553, 495)}]",1080,1920,liveness-detection-zalo-2022
1416,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/10.mp4/output_0018.jpg,1,"[{'id': 0, 'bbox': (238, 466, 641, 641), 'score': [0.8497062921524048], 'center': (558, 786)}]",1080,1920,liveness-detection-zalo-2022
2787,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP620_IPHONE4_id33_s1_105.png,0,"[{'id': 0, 'bbox': (94, 115, 268, 268), 'score': [0.9071633815765381], 'center': (228, 249)}]",454,454,LCC_FASD
1124,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AZPP01T_AZ3ZE552KL_id51_s0_130.png,0,"[{'id': 0, 'bbox': (139, 191, 598, 598), 'score': [0.8542090654373169], 'center': (438, 490)}]",826,826,LCC_FASD
2105,kaggle_datasets/liveness-detection-zalo-2022/train/frames/421.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (117, 484, 717, 717), 'score': [0.8914374113082886], 'center': (475, 842)}]",1080,1920,liveness-detection-zalo-2022
255,kaggle_datasets/liveness-detection-zalo-2022/train/frames/746.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (282, 887, 499, 499), 'score': [0.8374080657958984], 'center': (531, 1136)}]",1080,1920,liveness-detection-zalo-2022
1212,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1030.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (138, 199, 255, 255), 'score': [0.905922532081604], 'center': (265, 326)}]",480,854,liveness-detection-zalo-2022
701,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6532.png,0,"[{'id': 0, 'bbox': (85, 144, 382, 382), 'score': [0.8614481687545776], 'center': (276, 335)}]",553,553,LCC_FASD
2048,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3214.png,0,"[{'id': 0, 'bbox': (104, 150, 409, 409), 'score': [0.9363781213760376], 'center': (308, 354)}]",668,668,LCC_FASD
1880,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id28_s0_136.png,1,"[{'id': 0, 'bbox': (71, 100, 234, 234), 'score': [0.9312504529953003], 'center': (188, 217)}]",366,366,LCC_FASD
567,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/28.mp4/output_0032.jpg,0,"[{'id': 0, 'bbox': (76, 632, 801, 801), 'score': [0.877361536026001], 'center': (476, 1032)}]",1080,1920,liveness-detection-zalo-2022
1336,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_54.png,1,"[{'id': 0, 'bbox': (83, 116, 325, 325), 'score': [0.9089394807815552], 'center': (245, 278)}]",489,489,LCC_FASD
1685,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/20.mp4/output_0016.jpg,1,"[{'id': 0, 'bbox': (97, 189, 140, 140), 'score': [0.9378101825714111], 'center': (167, 259)}]",360,480,liveness-detection-zalo-2022
62,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAGB_IPHONE7F_id14_s0_75.png,0,"[{'id': 0, 'bbox': (76, 98, 258, 258), 'score': [0.9272653460502625], 'center': (205, 227)}]",427,427,LCC_FASD
1991,kaggle_datasets/liveness-detection-zalo-2022/train/frames/383.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (157, 266, 424, 424), 'score': [0.7393293380737305], 'center': (369, 478)}]",720,1280,liveness-detection-zalo-2022
1761,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1191.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (135, 224, 459, 459), 'score': [0.8928430676460266], 'center': (364, 453)}]",750,944,liveness-detection-zalo-2022
2102,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/40.mp4/output_0006.jpg,1,"[{'id': 0, 'bbox': (146, 214, 114, 114), 'score': [0.924665093421936], 'center': (203, 271)}]",360,480,liveness-detection-zalo-2022
1443,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/FT720P_id3_s0_90.png,1,"[{'id': 0, 'bbox': (67, 99, 288, 288), 'score': [0.9087579846382141], 'center': (211, 243)}]",400,400,LCC_FASD
784,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_ALUNKNOWN_DOOX5_id44_s0_150.png,0,"[{'id': 0, 'bbox': (52, 61, 142, 142), 'score': [0.8708305358886719], 'center': (123, 132)}]",232,232,LCC_FASD
2757,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2143.png,0,"[{'id': 0, 'bbox': (57, 80, 246, 246), 'score': [0.8922634124755859], 'center': (180, 203)}]",344,344,LCC_FASD
1971,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_MBP1314_IPHONE8F_id1_s0_120.png,0,"[{'id': 0, 'bbox': (108, 122, 318, 318), 'score': [0.9451192617416382], 'center': (267, 281)}]",522,522,LCC_FASD
2058,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1285.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (182, 454, 393, 393), 'score': [0.8098198771476746], 'center': (378, 650)}]",720,1280,liveness-detection-zalo-2022
2461,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/54.mp4/output_0009.jpg,1,"[{'id': 0, 'bbox': (172, 836, 524, 524), 'score': [0.9091546535491943], 'center': (434, 1098)}]",1080,1920,liveness-detection-zalo-2022
827,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/4.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (455, 878, 275, 275), 'score': [0.5051083564758301], 'center': (592, 1015)}]",1080,1920,liveness-detection-zalo-2022
1754,kaggle_datasets/liveness-detection-zalo-2022/train/frames/31.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (74, 233, 368, 368), 'score': [0.8415610194206238], 'center': (258, 417)}]",480,852,liveness-detection-zalo-2022
1450,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/FT720P_id3_s1_169.png,1,"[{'id': 0, 'bbox': (65, 116, 296, 296), 'score': [0.8362677097320557], 'center': (213, 264)}]",408,408,LCC_FASD
1997,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_590.png,0,"[{'id': 0, 'bbox': (66, 88, 228, 228), 'score': [0.8924087285995483], 'center': (180, 202)}]",361,361,LCC_FASD
2064,kaggle_datasets/liveness-detection-zalo-2022/train/frames/408.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (63, 323, 376, 376), 'score': [0.7587856650352478], 'center': (251, 511)}]",720,1280,liveness-detection-zalo-2022
1363,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/0.mp4/output_0017.jpg,1,"[{'id': 0, 'bbox': (122, 176, 133, 133), 'score': [0.9631029963493347], 'center': (188, 242)}]",360,480,liveness-detection-zalo-2022
1129,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1817.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (165, 774, 845, 845), 'score': [0.8051246404647827], 'center': (587, 1196)}]",1080,1920,liveness-detection-zalo-2022
122,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/12.mp4/output_0013.jpg,0,"[{'id': 0, 'bbox': (286, 911, 563, 563), 'score': [0.9504289031028748], 'center': (567, 1192)}]",1080,1920,liveness-detection-zalo-2022
2322,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_BQXL2420_NEXUS5_id47_s1_60.png,0,"[{'id': 0, 'bbox': (125, 187, 525, 525), 'score': [0.9459577798843384], 'center': (387, 449)}]",843,843,LCC_FASD
307,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id107_s0_105.png,0,"[{'id': 0, 'bbox': (48, 77, 203, 203), 'score': [0.9189736843109131], 'center': (149, 178)}]",306,306,LCC_FASD
2265,kaggle_datasets/liveness-detection-zalo-2022/train/frames/463.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (311, 702, 486, 486), 'score': [0.8636032938957214], 'center': (554, 945)}]",1080,1920,liveness-detection-zalo-2022
921,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/43.mp4/output_0024.jpg,0,"[{'id': 0, 'bbox': (68, 182, 197, 197), 'score': [0.9569492936134338], 'center': (166, 280)}]",360,480,liveness-detection-zalo-2022
583,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1654.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (188, 139, 132, 132), 'score': [0.8870782256126404], 'center': (254, 205)}]",480,854,liveness-detection-zalo-2022
1337,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5297.png,0,"[{'id': 0, 'bbox': (117, 193, 503, 503), 'score': [0.9240836501121521], 'center': (368, 444)}]",747,747,LCC_FASD
2123,kaggle_datasets/liveness-detection-zalo-2022/train/frames/424.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (296, 687, 430, 430), 'score': [0.91114342212677], 'center': (511, 902)}]",1080,1920,liveness-detection-zalo-2022
1053,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6856.png,0,"[{'id': 0, 'bbox': (150, 171, 506, 506), 'score': [0.9294257164001465], 'center': (403, 424)}]",871,871,LCC_FASD
2739,kaggle_datasets/liveness-detection-zalo-2022/train/frames/615.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (298, 722, 491, 491), 'score': [0.8499615788459778], 'center': (543, 967)}]",1080,1920,liveness-detection-zalo-2022
569,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id49_s0_30.png,1,"[{'id': 0, 'bbox': (100, 133, 302, 302), 'score': [0.9375618696212769], 'center': (251, 284)}]",472,472,LCC_FASD
2689,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1473.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (97, 555, 960, 960), 'score': [0.9012593030929565], 'center': (577, 1035)}]",1080,1920,liveness-detection-zalo-2022
657,kaggle_datasets/liveness-detection-zalo-2022/train/frames/856.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (116, 255, 269, 269), 'score': [0.8496356010437012], 'center': (250, 389)}]",480,854,liveness-detection-zalo-2022
1189,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1833.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (246, 811, 682, 682), 'score': [0.846386730670929], 'center': (587, 1152)}]",1080,1920,liveness-detection-zalo-2022
1868,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/3.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (283, 837, 431, 431), 'score': [0.9487546682357788], 'center': (498, 1052)}]",1080,1920,liveness-detection-zalo-2022
295,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1572.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (168, 379, 729, 729), 'score': [0.751943051815033], 'center': (532, 743)}]",1080,1920,liveness-detection-zalo-2022
46,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/1.mp4/output_0013.jpg,0,"[{'id': 0, 'bbox': (114, 457, 592, 592), 'score': [0.8566023111343384], 'center': (410, 753)}]",1080,1920,liveness-detection-zalo-2022
1866,kaggle_datasets/liveness-detection-zalo-2022/train/frames/345.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (310, 794, 588, 588), 'score': [0.7035608291625977], 'center': (604, 1088)}]",1080,1920,liveness-detection-zalo-2022
2535,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/9.mp4/output_0016.jpg,1,"[{'id': 0, 'bbox': (265, 842, 621, 621), 'score': [0.946022629737854], 'center': (575, 1152)}]",1080,1920,liveness-detection-zalo-2022
2920,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_SRV508_IPHONE5SF_id33_s0_154.png,0,"[{'id': 0, 'bbox': (39, 57, 192, 192), 'score': [0.8969828486442566], 'center': (135, 153)}]",287,287,LCC_FASD
726,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6555.png,0,"[{'id': 0, 'bbox': (75, 83, 207, 207), 'score': [0.8981956243515015], 'center': (178, 186)}]",319,319,LCC_FASD
2548,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1433.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (81, 268, 205, 205), 'score': [0.7578544616699219], 'center': (183, 370)}]",368,656,liveness-detection-zalo-2022
64,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/PXL_20230324_183559095.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (-413, 618, 3148, 3148), 'score': [0.8378782272338867], 'center': (1161, 2192)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
2440,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4484.png,0,"[{'id': 0, 'bbox': (54, 82, 217, 217), 'score': [0.9283903241157532], 'center': (162, 190)}]",360,360,LCC_FASD
2061,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5958.png,0,"[{'id': 0, 'bbox': (127, 158, 390, 390), 'score': [0.9093337059020996], 'center': (322, 353)}]",628,628,LCC_FASD
2531,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/9.mp4/output_0012.jpg,1,"[{'id': 0, 'bbox': (345, 754, 441, 441), 'score': [0.9310095906257629], 'center': (565, 974)}]",1080,1920,liveness-detection-zalo-2022
1494,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1106.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (131, 236, 390, 390), 'score': [0.8268375992774963], 'center': (326, 431)}]",480,852,liveness-detection-zalo-2022
1717,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id110_s0_125.png,1,"[{'id': 0, 'bbox': (64, 96, 239, 239), 'score': [0.9458858966827393], 'center': (183, 215)}]",346,346,LCC_FASD
1472,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/FT720P_id6_s0_45.png,1,"[{'id': 0, 'bbox': (51, 103, 325, 325), 'score': [0.912028968334198], 'center': (213, 265)}]",427,427,LCC_FASD
390,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1603.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (644, 516, 906, 906), 'score': [0.6524620652198792], 'center': (1097, 969)}]",2160,3840,liveness-detection-zalo-2022
2951,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_864.png,0,"[{'id': 0, 'bbox': (50, 82, 216, 216), 'score': [0.9400771260261536], 'center': (158, 190)}]",360,360,LCC_FASD
176,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_G780_REDMI4X_id8_s0_45.png,0,"[{'id': 0, 'bbox': (18, 33, 109, 109), 'score': [0.9119210839271545], 'center': (72, 87)}]",140,140,LCC_FASD
